Loyalty Point ID,CIF,Log ID,Tanggal Pemberian,Sumber Poin,Jumlah Poin,Keterangan,Saldo Poin Terkini,Masa Berlaku Poin,Total Points Earn,Total Admin,Total Points Redeemed,List Vouchers,Redeemed Vouchers,Currently Vouchers,Date,Klasifikasi,Total
LP-XLR1G4HMN21-22,XLR1G4HMN21,LOG-22,8/5/2024 20:32,Top Up ShopeePay,1,Jumlah uang: 55304,9,8/5/2025 20:32,,,,,,,,,
LP-TDXXP45N2PU-64,TDXXP45N2PU,LOG-64,8/5/2024 20:41,Transfer ke Bank BCA (BI-Fast),1,Jumlah uang: 708877,7,8/5/2025 20:41,,,,,,,,,
LP-SMI06O0GLY6-150,SMI06O0GLY6,LOG-150,8/5/2024 21:09,Transfer ke Bank BNI (BI-Fast),1,Jumlah uang: 302755,8,8/5/2025 21:09,,,,,,,,,
LP-SMI06O0GLY6-147,SMI06O0GLY6,LOG-147,8/5/2024 21:13,Transfer ke Bank OCBC (BI-Fast),1,Jumlah uang: 256849,5,8/5/2025 21:13,,,,,,,,,
LP-0LQ9UVUQE5F-122,0LQ9UVUQE5F,LOG-122,8/5/2024 21:18,Pembayaran Virtual Account Bibit,1,Jumlah uang: 606267,8,8/5/2025 21:18,,,,,,,,,
LP-5H1TZ6CG4UM-104,5H1TZ6CG4UM,LOG-104,8/5/2024 21:20,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 396251,8,8/5/2025 21:20,,,,,,,,,
LP-TDXXP45N2PU-63,TDXXP45N2PU,LOG-63,8/5/2024 21:24,Transfer ke Bank BTPN (BI-Fast),1,Jumlah uang: 497652,6,8/5/2025 21:24,,,,,,,,,
LP-8TB51RBIF7X-152,8TB51RBIF7X,LOG-152,8/5/2024 21:31,Transfer ke Bank Sinarmas (BI-Fast),1,Jumlah uang: 602907,2,8/5/2025 21:31,,,,,,,,,
LP-ELP2ZNX2BFE-183,ELP2ZNX2BFE,LOG-183,8/5/2024 21:40,BPJS,1,Jumlah uang: 67437,1252,8/5/2025 21:40,,,,,,,,,
LP-7O97RRUP79D-10,7O97RRUP79D,LOG-10,8/5/2024 21:42,Pembayaran QRIS di Alfamart,1,Jumlah uang: 59312,4,8/5/2025 21:42,,,,,,,,,
LP-2PNKXNUSK1V-90,2PNKXNUSK1V,LOG-90,8/5/2024 21:43,Top Up DANA,1,Jumlah uang: 110837,4,8/5/2025 21:43,,,,,,,,,
LP-NU9QMRMOKTC-177,NU9QMRMOKTC,LOG-177,8/5/2024 22:11,BPJS,1,Jumlah uang: 94181,8,8/5/2025 22:11,,,,,,,,,
LP-4RXDJLB0N8J-49,4RXDJLB0N8J,LOG-49,8/5/2024 22:18,Transfer ke Bank OCBC (BI-Fast),1,Jumlah uang: 221213,5,8/5/2025 22:18,,,,,,,,,
LP-5KPJMHMXP61-166,5KPJMHMXP61,LOG-166,8/5/2024 22:38,Transfer ke Bank Permata (BI-Fast),1,Jumlah uang: 982249,8,8/5/2025 22:38,,,,,,,,,
LP-7O97RRUP79D-15,7O97RRUP79D,LOG-15,8/5/2024 22:45,Pembayaran Virtual Account PDAM,1,Jumlah uang: 556058,11,8/5/2025 22:45,,,,,,,,,
LP-A10BLCYC900-106,A10BLCYC900,LOG-106,8/5/2024 23:16,Whoosh,1,Jumlah uang: 188937,2,8/5/2025 23:16,,,,,,,,,
LP-SMI06O0GLY6-143,SMI06O0GLY6,LOG-143,8/5/2024 23:34,Transfer ke Bank Sinarmas (Non BI-Fast),1,Jumlah uang: 77887,3,8/5/2025 23:34,,,,,,,,,
LP-5HHIFOTVV0X-128,5HHIFOTVV0X,LOG-128,8/5/2024 23:45,Pembayaran QRIS di Indomart,1,Jumlah uang: 51075,5,8/5/2025 23:45,,,,,,,,,
LP-ELP2ZNX2BFE-184,ELP2ZNX2BFE,LOG-184,8/5/2024 23:47,Transfer ke Bank Permata (Non BI-Fast),1,Jumlah uang: 350733,1254,8/5/2025 23:47,,,,,,,,,
