Loyalty Point ID,CIF,Log ID,Tanggal Pemberian,Sumber Poin,Jumlah Poin,Keterangan,Saldo Poin Terkini,Masa Berlaku Poin,Total Points Earn,Total Admin,Total Points Redeemed,List Vouchers,Redeemed Vouchers,Currently Vouchers,Date,Klasifikasi,Total
LP-SUKK8F1TFQ1-47,SUKK8F1TFQ1,LOG-47,8/2/2024 20:40,Transfer ke Bank CIMB Niaga (Non BI-Fast),2,Jumlah uang: 282884,7,8/2/2025 20:40,,,,,,,,,
LP-XQ6HQIGI3JX-145,XQ6HQIGI3JX,LOG-145,8/2/2024 20:46,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 57130,8,8/2/2025 20:46,,,,,,,,,
LP-ELP2ZNX2BFE-190,ELP2ZNX2BFE,LOG-190,8/2/2024 20:52,Top Up OVO,2,Jumlah uang: 141544,1253,8/2/2025 20:52,,,,,,,,,
LP-ELP2ZNX2BFE-192,ELP2ZNX2BFE,LOG-192,8/2/2024 20:56,IndiHome,1,Jumlah uang: 456249,1254,8/2/2025 20:56,,,,,,,,,
LP-V629IE46K90-79,V629IE46K90,LOG-79,8/2/2024 21:24,Pembayaran Virtual Account Bibit,1,Jumlah uang: 347194,11,8/2/2025 21:24,,,,,,,,,
LP-V629IE46K90-78,V629IE46K90,LOG-78,8/2/2024 21:26,Transfer ke Bank Permata (BI-Fast),2,Jumlah uang: 56930,10,8/2/2025 21:26,,,,,,,,,
LP-4RXDJLB0N8J-50,4RXDJLB0N8J,LOG-50,8/2/2024 21:27,Transfer ke Bank Permata (Non BI-Fast),2,Jumlah uang: 508047,2,8/2/2025 21:27,,,,,,,,,
LP-QX2FG9YB3ZG-35,QX2FG9YB3ZG,LOG-35,8/2/2024 21:31,Transfer ke Bank BTN (Non BI-Fast),1,Jumlah uang: 199840,5,8/2/2025 21:31,,,,,,,,,
LP-2PNKXNUSK1V-98,2PNKXNUSK1V,LOG-98,8/2/2024 21:42,PDAM,1,Jumlah uang: 169824,9,8/2/2025 21:42,,,,,,,,,
LP-TDXXP45N2PU-61,TDXXP45N2PU,LOG-61,8/2/2024 21:45,Top Up OVO,2,Jumlah uang: 79150,3,8/2/2025 21:45,,,,,,,,,
LP-SUKK8F1TFQ1-46,SUKK8F1TFQ1,LOG-46,8/2/2024 21:55,Garuda Indonesia,1,Jumlah uang: 1163421,5,8/2/2025 21:55,,,,,,,,,
LP-5KPJMHMXP61-172,5KPJMHMXP61,LOG-172,8/2/2024 21:58,Whoosh,1,Jumlah uang: 84217,5,8/2/2025 21:58,,,,,,,,,
LP-5HHIFOTVV0X-130,5HHIFOTVV0X,LOG-130,8/2/2024 21:59,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 705347,2,8/2/2025 21:59,,,,,,,,,
LP-A10BLCYC900-119,A10BLCYC900,LOG-119,8/2/2024 22:32,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 92381,10,8/2/2025 22:32,,,,,,,,,
LP-SMI06O0GLY6-150,SMI06O0GLY6,LOG-150,8/2/2024 22:32,Top Up GoPay,2,Jumlah uang: 102552,3,8/2/2025 22:32,,,,,,,,,
LP-QX2FG9YB3ZG-39,QX2FG9YB3ZG,LOG-39,8/2/2024 22:34,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 212524,9,8/2/2025 22:34,,,,,,,,,
LP-O70ABYZUZV5-81,O70ABYZUZV5,LOG-81,8/2/2024 22:55,Transfer ke Bank BRI (Non BI-Fast),2,Jumlah uang: 35906,2,8/2/2025 22:55,,,,,,,,,
LP-XLR1G4HMN21-20,XLR1G4HMN21,LOG-20,8/2/2024 22:56,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 76907,1,8/2/2025 22:56,,,,,,,,,
LP-7O97RRUP79D-13,7O97RRUP79D,LOG-13,8/2/2024 22:58,Pembayaran Virtual Account Bibit,1,Jumlah uang: 249311,5,8/2/2025 22:58,,,,,,,,,
LP-XLR1G4HMN21-28,XLR1G4HMN21,LOG-28,8/2/2024 23:27,Pembayaran Virtual Account PDAM,1,Jumlah uang: 85863,9,8/2/2025 23:27,,,,,,,,,
LP-5HHIFOTVV0X-137,5HHIFOTVV0X,LOG-137,8/2/2024 23:29,Transfer ke Bank OCBC (BI-Fast),1,Jumlah uang: 886367,8,8/2/2025 23:29,,,,,,,,,
LP-SMI06O0GLY6-153,SMI06O0GLY6,LOG-153,8/2/2024 23:49,Top Up ShopeePay,2,Jumlah uang: 47255,6,8/2/2025 23:49,,,,,,,,,
