Loyalty Point ID,CIF,Log ID,Tanggal Pemberian,Sumber Poin,Jumlah Poin,Keterangan,Saldo Poin Terkini,Masa Berlaku Poin,Total Points Earn,Total Admin,Total Points Redeemed,List Vouchers,Redeemed Vouchers,Currently Vouchers,Date,Klasifikasi,Total
LP-5KPJMHMXP61-171,5KPJMHMXP61,LOG-171,8/3/2024 20:41,Transfer ke Bank Mandiri (BI-Fast),1,Jumlah uang: 565888,5,8/3/2025 20:41,,,,,,,,,
LP-SMI06O0GLY6-156,SMI06O0GLY6,LOG-156,8/3/2024 21:09,Pembayaran QRIS di Tomoro Coffee,0,Jumlah uang: 11389,11,8/3/2025 21:09,,,,,,,,,
LP-XLR1G4HMN21-24,XLR1G4HMN21,LOG-24,8/3/2024 21:33,Pembayaran QRIS di Indomart,1,Jumlah uang: 43723,3,8/3/2025 21:33,,,,,,,,,
LP-QX2FG9YB3ZG-38,QX2FG9YB3ZG,LOG-38,8/3/2024 21:33,Whoosh,1,Jumlah uang: 97876,7,8/3/2025 21:33,,,,,,,,,
LP-8TB51RBIF7X-162,8TB51RBIF7X,LOG-162,8/3/2024 21:34,Transvision,1,Jumlah uang: 299483,4,8/3/2025 21:34,,,,,,,,,
LP-2PNKXNUSK1V-97,2PNKXNUSK1V,LOG-97,8/3/2024 21:41,Top Up GoPay,2,Jumlah uang: 139412,11,8/3/2025 21:41,,,,,,,,,
LP-5H1TZ6CG4UM-101,5H1TZ6CG4UM,LOG-101,8/3/2024 21:52,Transfer ke Bank Danamon (BI-Fast),0,Jumlah uang: 13995,4,8/3/2025 21:52,,,,,,,,,
LP-7O97RRUP79D-14,7O97RRUP79D,LOG-14,8/3/2024 21:55,Pembayaran Virtual Account PDAM,1,Jumlah uang: 435112,4,8/3/2025 21:55,,,,,,,,,
LP-2PNKXNUSK1V-95,2PNKXNUSK1V,LOG-95,8/3/2024 22:03,Top Up DANA,2,Jumlah uang: 48974,8,8/3/2025 22:03,,,,,,,,,
LP-FUU7IV5BU8D-4,FUU7IV5BU8D,LOG-4,8/3/2024 22:04,Sriwijaya Air,1,Jumlah uang: 1972097,5,8/3/2025 22:04,,,,,,,,,
LP-5HHIFOTVV0X-129,5HHIFOTVV0X,LOG-129,8/3/2024 22:05,BPJS,1,Jumlah uang: 70974,3,8/3/2025 22:05,,,,,,,,,
LP-SUKK8F1TFQ1-43,SUKK8F1TFQ1,LOG-43,8/3/2024 22:26,Pembayaran Virtual Account PDAM,1,Jumlah uang: 617916,5,8/3/2025 22:26,,,,,,,,,
LP-XLR1G4HMN21-26,XLR1G4HMN21,LOG-26,8/3/2024 22:27,Top Up GoPay,2,Jumlah uang: 52169,7,8/3/2025 22:27,,,,,,,,,
LP-TDXXP45N2PU-64,TDXXP45N2PU,LOG-64,8/3/2024 22:48,Smartfren,1,Jumlah uang: 177034,8,8/3/2025 22:48,,,,,,,,,
LP-SMI06O0GLY6-155,SMI06O0GLY6,LOG-155,8/3/2024 23:08,Pembayaran Virtual Account PDAM,1,Jumlah uang: 871827,11,8/3/2025 23:08,,,,,,,,,
LP-5KPJMHMXP61-172,5KPJMHMXP61,LOG-172,8/3/2024 23:09,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 59141,6,8/3/2025 23:09,,,,,,,,,
LP-5H1TZ6CG4UM-100,5H1TZ6CG4UM,LOG-100,8/3/2024 23:44,Pembayaran QRIS di Indomart,1,Jumlah uang: 42718,4,8/3/2025 23:44,,,,,,,,,
