Loyalty Point ID,CIF,Log ID,Tanggal Pemberian,Sumber Poin,Jumlah Poin,Keterangan,Saldo Poin Terkini,Masa Berlaku Poin,Total Points Earn,Total Admin,Total Points Redeemed,List Vouchers,Redeemed Vouchers,Currently Vouchers,Date,Klasifikasi,Total
LP-5KPJMHMXP61-161,5KPJMHMXP61,LOG-161,8/6/2024 21:58,Transfer ke Bank CIMB Niaga (Non BI-Fast),2,Jumlah uang: 247341,7,8/6/2025 21:58,,,,,,,,,
LP-XLR1G4HMN21-25,XLR1G4HMN21,LOG-25,8/6/2024 22:00,PDAM,1,Jumlah uang: 174117,8,8/6/2025 22:00,,,,,,,,,
LP-XQ6HQIGI3JX-128,XQ6HQIGI3JX,LOG-128,8/6/2024 22:02,Top Up ShopeePay,2,Jumlah uang: 128243,2,8/6/2025 22:02,,,,,,,,,
LP-5HHIFOTVV0X-119,5HHIFOTVV0X,LOG-119,8/6/2024 22:04,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 79681,1,8/6/2025 22:04,,,,,,,,,
LP-V629IE46K90-68,V629IE46K90,LOG-68,8/6/2024 22:05,Pembayaran QRIS di Circle K,1,Jumlah uang: 38154,1,8/6/2025 22:05,,,,,,,,,
LP-FUU7IV5BU8D-0,FUU7IV5BU8D,LOG-0,8/6/2024 22:12,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 435016,1,8/6/2025 22:12,,,,,,,,,
LP-0LQ9UVUQE5F-114,0LQ9UVUQE5F,LOG-114,8/6/2024 22:12,PDAM,1,Jumlah uang: 56956,6,8/6/2025 22:12,,,,,,,,,
LP-SMI06O0GLY6-143,SMI06O0GLY6,LOG-143,8/6/2024 22:13,Top Up LinkAja,2,Jumlah uang: 145594,9,8/6/2025 22:13,,,,,,,,,
LP-NU9QMRMOKTC-167,NU9QMRMOKTC,LOG-167,8/6/2024 22:26,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 70072,5,8/6/2025 22:26,,,,,,,,,
LP-TDXXP45N2PU-64,TDXXP45N2PU,LOG-64,8/6/2024 22:51,Transfer ke Bank Permata (BI-Fast),2,Jumlah uang: 145928,8,8/6/2025 22:51,,,,,,,,,
LP-5H1TZ6CG4UM-94,5H1TZ6CG4UM,LOG-94,8/6/2024 22:59,Transfer ke Bank BCA (Non BI-Fast),1,Jumlah uang: 964267,7,8/6/2025 22:59,,,,,,,,,
LP-7O97RRUP79D-16,7O97RRUP79D,LOG-16,8/6/2024 23:04,Top Up GoPay,0,Jumlah uang: 17689,5,8/6/2025 23:04,,,,,,,,,
LP-5H1TZ6CG4UM-89,5H1TZ6CG4UM,LOG-89,8/6/2024 23:21,Transfer ke Bank BRI (Non BI-Fast),2,Jumlah uang: 132107,2,8/6/2025 23:21,,,,,,,,,
LP-0LQ9UVUQE5F-117,0LQ9UVUQE5F,LOG-117,8/6/2024 23:52,Pembayaran Virtual Account Bibit,1,Jumlah uang: 165780,9,8/6/2025 23:52,,,,,,,,,
