Loyalty Point ID,CIF,Log ID,Tanggal Pemberian,Sumber Poin,Jumlah Poin,Keterangan,Saldo Poin Terkini,Masa Berlaku Poin,Total Points Earn,Total Admin,Total Points Redeemed,List Vouchers,Redeemed Vouchers,Currently Vouchers,Date,Klasifikasi,Total
LP-SUKK8F1TFQ1-49,SUKK8F1TFQ1,LOG-49,8/4/2024 23:05,BPJS,1,Jumlah uang: 80464,10,8/4/2025 23:05,,,,,,,,,
LP-8TB51RBIF7X-160,8TB51RBIF7X,LOG-160,8/4/2024 23:06,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 89672,8,8/4/2025 23:06,,,,,,,,,
LP-4RXDJLB0N8J-57,4RXDJLB0N8J,LOG-57,8/4/2024 23:06,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 95691,9,8/4/2025 23:06,,,,,,,,,
LP-XQ6HQIGI3JX-141,XQ6HQIGI3JX,LOG-141,8/4/2024 23:34,PDAM,1,Jumlah uang: 93803,6,8/4/2025 23:34,,,,,,,,,
LP-O70ABYZUZV5-87,O70ABYZUZV5,LOG-87,8/4/2024 23:34,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 689787,9,8/4/2025 23:34,,,,,,,,,
LP-TDXXP45N2PU-61,TDXXP45N2PU,LOG-61,8/4/2024 23:44,Transfer ke Bank BTPN (BI-Fast),1,Jumlah uang: 976559,2,8/4/2025 23:44,,,,,,,,,
LP-SUKK8F1TFQ1-40,SUKK8F1TFQ1,LOG-40,8/4/2024 23:48,PDAM,1,Jumlah uang: 104101,1,8/4/2025 23:48,,,,,,,,,
LP-FUU7IV5BU8D-1,FUU7IV5BU8D,LOG-1,8/4/2024 23:48,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 58242,3,8/4/2025 23:48,,,,,,,,,
LP-5HHIFOTVV0X-136,5HHIFOTVV0X,LOG-136,8/4/2024 23:51,Whoosh,1,Jumlah uang: 91366,10,8/4/2025 23:51,,,,,,,,,
LP-XLR1G4HMN21-23,XLR1G4HMN21,LOG-23,8/4/2024 23:57,IndiHome,1,Jumlah uang: 418396,4,8/4/2025 23:57,,,,,,,,,
