Loyalty Point ID,CIF,Log ID,Tanggal Pemberian,Sumber Poin,Jumlah Poin,Keterangan,Saldo Poin Terkini,Masa Berlaku Poin,Total Points Earn,Total Admin,Total Points Redeemed,List Vouchers,Redeemed Vouchers,Currently Vouchers,Date,Klasifikasi,Total
LP-5HHIFOTVV0X-138,5HHIFOTVV0X,LOG-138,8/1/2024 22:27,Telkom,1,Jumlah uang: 537901,10,8/1/2025 22:27,,,,,,,,,
LP-XQ6HQIGI3JX-142,XQ6HQIGI3JX,LOG-142,8/1/2024 22:27,BFI Finance,1,Jumlah uang: 7579393,2,8/1/2025 22:27,,,,,,,,,
LP-5KPJMHMXP61-170,5KPJMHMXP61,LOG-170,8/1/2024 22:29,Transfer ke Bank BTPN (Non BI-Fast),1,Jumlah uang: 39257,3,8/1/2025 22:29,,,,,,,,,
LP-5KPJMHMXP61-173,5KPJMHMXP61,LOG-173,8/1/2024 22:37,BPJS,1,Jumlah uang: 56612,7,8/1/2025 22:37,,,,,,,,,
LP-A10BLCYC900-111,A10BLCYC900,LOG-111,8/1/2024 22:41,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 818149,2,8/1/2025 22:41,,,,,,,,,
LP-4RXDJLB0N8J-53,4RXDJLB0N8J,LOG-53,8/1/2024 23:00,Telkomsel,1,Jumlah uang: 437898,3,8/1/2025 23:00,,,,,,,,,
LP-SUKK8F1TFQ1-43,SUKK8F1TFQ1,LOG-43,8/1/2024 23:29,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 146153,3,8/1/2025 23:29,,,,,,,,,
LP-2PNKXNUSK1V-98,2PNKXNUSK1V,LOG-98,8/1/2024 23:31,Top Up ShopeePay,2,Jumlah uang: 193061,11,8/1/2025 23:31,,,,,,,,,
LP-FUU7IV5BU8D-0,FUU7IV5BU8D,LOG-0,8/1/2024 23:40,Transfer ke Bank BTPN (BI-Fast),1,Jumlah uang: 876077,1,8/1/2025 23:40,,,,,,,,,
LP-V629IE46K90-76,V629IE46K90,LOG-76,8/1/2024 23:48,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 174849,8,8/1/2025 23:48,,,,,,,,,
LP-XLR1G4HMN21-29,XLR1G4HMN21,LOG-29,8/1/2024 23:54,BFI Finance,1,Jumlah uang: 1293843,12,8/1/2025 23:54,,,,,,,,,
LP-4RXDJLB0N8J-56,4RXDJLB0N8J,LOG-56,8/1/2024 23:56,Transvision,1,Jumlah uang: 392061,6,8/1/2025 23:56,,,,,,,,,
